source,target,mor
SOX2,hsa-miR-942-5p,1
SOX2,hsa-miR-96-5p,1
SOX4,hsa-miR-1269a-5p,1
SOX4,hsa-miR-129-2-5p,-1
SOX4,hsa-miR-31-5p,-1
SOX9,hsa-miR-140-5p,1
SOX9,hsa-miR-29a-5p,-1
SP1,hsa-miR-19a-5p,1
SOX9,hsa-miR-574-5p,1
SP1,hsa-miR-130a-5p,1
SP1,hsa-miR-132-5p,1
SP1,hsa-miR-141-5p,1
SP1,hsa-miR-142-5p,1
SP1,hsa-miR-146b-5p,1
SP1,hsa-miR-182-5p,1
SP1,hsa-miR-195-5p,1
SOX9,hsa-miR-675-5p,1
HIF1A,hsa-miR-3120-5p,1
ZIC1,hsa-miR-27a-5p,-1
HIF1A,hsa-miR-30d-5p,1
EZH2,hsa-miR-340-5p,-1
EZH2,hsa-miR-145-5p,-1
DNMT3A,hsa-miR-340-5p,-1
DNMT3A,hsa-miR-145-5p,-1
FOXI1,hsa-miR-590-5p,1
ZEB2,hsa-miR-637-5p,-1
ELK1,hsa-miR-134-5p,-1
HDAC3,hsa-miR-19a-5p,-1
NR2C2,hsa-miR-145-5p,-1
NFKB1,hsa-miR-122-5p,1
EGR1,hsa-miR-203a-5p,1
EZH2,hsa-miR-143-5p,-1
HDAC2,hsa-miR-33a-5p,-1
HIF1A,hsa-miR-33a-5p,-1
CTCF,hsa-miR-137-5p,-1
EZH2,hsa-miR-138-1-5p,-1
HIF1A,hsa-miR-485-5p,-1
FOXP3,hsa-miR-150-5p,1
SP1,hsa-miR-21-5p,1
FOXO3,hsa-miR-21-5p,-1
SOX17,hsa-miR-302b-5p,1
TP63,hsa-miR-19a-5p,-1
HDAC1,hsa-miR-33a-5p,-1
HDAC3,hsa-miR-19b-1-5p,-1
TWIST1,hsa-miR-22-5p,1
TWIST1,hsa-miR-10a-5p,1
GABPA,hsa-miR-24-2-5p,1
GABPA,hsa-miR-27a-5p,1
GABPA,hsa-miR-23a-5p,1
SPDEF,hsa-miR-448-5p,1
NFKB1,hsa-miR-195-5p,-1
HIF1A,hsa-miR-138-1-5p,1
MYC,hsa-miR-192-5p,-1
DNMT1,hsa-miR-503-5p,-1
HDAC2,hsa-miR-204-5p,-1
EPAS1,hsa-miR-455-5p,1
SETD2,hsa-miR-196a-1-5p,1
HDAC10,hsa-miR-223-5p,-1
E2F7,hsa-miR-199b-5p,-1
SREBF1,hsa-miR-153-1-5p,-1
STAT3,hsa-miR-520f-5p,-1
HIF1A,hsa-miR-433-5p,-1
FOXA1,hsa-miR-340-5p,1
MYC,hsa-miR-21-5p,1
HDAC1,hsa-miR-124-1-5p,-1
FOXC1,hsa-miR-204-5p,-1
TCF3,hsa-miR-92-1-5p,1
TP53,hsa-miR-133a-1-5p,1
GATA1,hsa-miR-210-5p,1
HIF1A,hsa-miR-26a-5p,1
PAX4,hsa-miR-27b-5p,-1
ZEB1,hsa-miR-142-5p,-1
EZH2,hsa-miR-181a-5p,-1
MRTFA,hsa-miR-17-5p,1
SMARCA4,hsa-miR-222-5p,1
YAP1,hsa-miR-30a-5p,1
BMI1,hsa-miR-3682-5p,-1
TP53,hsa-miR-3682-5p,-1
ZEB1,hsa-miR-320a-5p,-1
SMAD4,hsa-miR-182-5p,1
CREB1,hsa-miR-181a-5p,-1
MYB,hsa-miR-1252-5p,-1
MRTFA,hsa-miR-142-5p,1
RBPJ,hsa-miR-182-5p,-1
USF2,hsa-miR-34a-5p,1
ELF3,hsa-miR-485-5p,-1
MYC,hsa-miR-200b-5p,-1
HIF1A,hsa-miR-623-5p,1
EGR1,hsa-miR-675-5p,1
SMAD4,hsa-miR-183-5p,1
CREB1,hsa-miR-922-5p,1
RUNX3,hsa-miR-148a-5p,1
MYC,hsa-miR-1929-5p,-1
HIF1A,hsa-miR-122-5p,1
ETS2,hsa-miR-223-5p,1
STAT3,hsa-miR-378a-5p,1
STAT3,hsa-miR-378d-1-5p,1
FOXK1,hsa-miR-32-5p,1
ATF3,hsa-miR-135b-5p,-1
CEBPA,hsa-miR-29b-1-5p,-1
FOXM1,hsa-miR-552-5p,1
TCF4,hsa-miR-26b-5p,-1
EGFR,hsa-miR-9-1-5p,1
HNF4A,hsa-miR-148a-5p,1
HDAC6,hsa-miR-199a-1-5p,-1
FOXO1,hsa-miR-92b-5p,-1
FOXO3,hsa-miR-30a-5p,1
FOXO3,hsa-miR-128-1-5p,1
TCF4,hsa-miR-625-5p,-1
ETS1,hsa-miR-16-5p,-1
GABPA,hsa-miR-125b-1-5p,1
DNMT1,hsa-miR-1929-5p,-1
EZH2,hsa-miR-1929-5p,-1
EED,hsa-miR-338-5p,-1
TCF3,hsa-miR-18-5p,1
TCF3,hsa-miR-19b-1-5p,1
TCF3,hsa-miR-17-5p,1
CTBP1,hsa-miR-423-5p,-1
SOX9,hsa-miR-106a-5p,1
EGR1,hsa-miR-106a-5p,1
JUN,hsa-miR-4652-5p,1
SP1,hsa-miR-629-5p,1
DNMT1,hsa-miR-34a-5p,-1
MYC,hsa-miR-155-5p,1
GABPA,hsa-miR-100-5p,-1
GABPA,hsa-miR-21-5p,1
HDAC4,hsa-miR-873-5p,-1
HDAC9,hsa-miR-873-5p,-1
HIF1A,hsa-miR-338-5p,-1
HDAC1,hsa-miR-326-5p,-1
SP1,hsa-miR-326-5p,-1
EZH2,hsa-miR-30d-5p,-1
EZH2,hsa-miR-29b-2-5p,-1
EZH2,hsa-miR-29b-1-5p,-1
FOXF1,hsa-miR-342-5p,1
ZHX2,hsa-miR-24-1-5p,1
YY1,hsa-miR-873-5p,-1
GATA1,hsa-miR-885-5p,1
BHLHE40,hsa-miR-196a-1-5p,-1
NR1H3,hsa-miR-34a-5p,1
STAT3,hsa-miR-328-5p,1
IRF1,hsa-miR-134-5p,1
SNAI1,hsa-miR-590-5p,-1
HIF1A,hsa-miR-146a-5p,1
CREB1,hsa-miR-1290-5p,1
EZH2,hsa-miR-106a-5p,-1
GRHL2,hsa-miR-200a-5p,1
ETV6,hsa-miR-429-5p,-1
JUN,hsa-miR-4476-5p,1
YY1,hsa-miR-548t-5p,1
MYC,hsa-miR-193b-5p,-1
NR3C1,hsa-miR-143-5p,-1
TWIST1,hsa-miR-138-1-5p,1
ZBTB7A,hsa-miR-125a-5p,-1
MYC,hsa-miR-193a-5p,1
EPAS1,hsa-miR-301a-5p,1
HNF1B,hsa-miR-200b-5p,1
ZEB1,hsa-miR-543-5p,-1
SNAI1,hsa-miR-543-5p,-1
EGR1,hsa-miR-101-5p,1
MEIS1,hsa-miR-425-5p,-1
NR1H3,hsa-let-7a-2-5p,1
STAT4,hsa-miR-3619-5p,-1
POU2F1,hsa-miR-4490-5p,1
EP300,hsa-miR-142-5p,-1
JUN,hsa-miR-183-5p,1
RUNX1T1,hsa-miR-564-5p,-1
RUNX1,hsa-miR-564-5p,-1
HDAC3,hsa-miR-296-5p,-1
EGR1,hsa-miR-574-5p,-1
DNMT3B,hsa-miR-34a-5p,-1
STAT3,hsa-miR-93-5p,1
RUNX1,hsa-miR-210-5p,1
RUNX1,hsa-miR-455-5p,1
FOXO3,hsa-miR-29-5p,1
FOXO3,hsa-miR-338-5p,1
TAL1,hsa-miR-19b-1-5p,-1
DNMT3A,hsa-miR-564-5p,-1
TAL1,hsa-miR-20a-5p,-1
TAL1,hsa-miR-19a-5p,-1
TAL1,hsa-miR-17-5p,-1
TAL1,hsa-miR-18-5p,-1
TAL1,hsa-miR-18a-5p,-1
TAL1,hsa-miR-92a-1-5p,-1
TCF3,hsa-miR-19a-5p,1
TCF3,hsa-miR-20a-5p,1
TAL1,hsa-miR-92-1-5p,-1
STAT3,hsa-miR-124-1-5p,-1
HDAC2,hsa-miR-183-5p,-1
JUN,hsa-miR-5188-5p,1
SOX2,hsa-miR-425-5p,1
TP53,hsa-miR-513a-1-5p,1
E2F1,hsa-miR-92a-1-5p,1
MYC,hsa-miR-92a-1-5p,1
KDM5A,hsa-miR-424-5p,-1
EZH2,hsa-miR-326-5p,-1
ESR1,hsa-miR-575-5p,1
AR,hsa-miR-185-5p,-1
KLF5,hsa-miR-192-5p,1
NFKB1,hsa-miR-650-5p,1
STAT3,hsa-miR-30a-5p,-1
AR,hsa-miR-26a-5p,-1
EZH2,hsa-miR-22-5p,-1
NOTCH3,hsa-miR-488-5p,1
REST,hsa-miR-448-5p,-1
HIF1A,hsa-miR-448-5p,1
RELA,hsa-miR-195-5p,-1
RELA,hsa-miR-497-5p,-1
NFKB1,hsa-miR-18a-5p,1
NFKB1,hsa-miR-4286-5p,1
PBX1,hsa-miR-650-5p,1
RELA,hsa-miR-519d-5p,-1
CD40,hsa-miR-532-5p,-1
RUNX1,hsa-miR-26a-5p,1
GABPA,hsa-miR-17-5p,-1
STAT3,hsa-miR-374b-5p,-1
EZH2,hsa-miR-374b-5p,-1
DNMT1,hsa-miR-374b-5p,-1
NFKB1,hsa-miR-120-5p,1
NF1,hsa-miR-7-1-5p,1
WT1,hsa-miR-769-5p,1
AR,hsa-miR-150-5p,1
TBX1,hsa-miR-200b-5p,1
TBX1,hsa-miR-429-5p,1
HIF1A,hsa-miR-21-5p,1
TBX1,hsa-miR-200a-5p,1
REL,hsa-miR-133a-1-5p,-1
TFAP2A,hsa-miR-125a-5p,1
RELA,hsa-miR-200c-5p,-1
CREB1,hsa-miR-495-5p,-1
AR,hsa-miR-96-5p,-1
TCF4,hsa-miR-872-5p,1
FOXD3,hsa-miR-335-5p,1
CTBP1,hsa-miR-7-1-5p,1
FOS,hsa-miR-7-1-5p,1
JUN,hsa-miR-7-1-5p,1
EP300,hsa-miR-7-1-5p,1
FOS,hsa-miR-155-5p,1
EP300,hsa-miR-451b-5p,1
YY1,hsa-miR-263a-5p,-1
CREB1,hsa-miR-889-5p,1
TCF7L2,hsa-miR-203-5p,1
ATF4,hsa-miR-552-5p,1
STAT1,hsa-miR-21-5p,1
DNMT3A,hsa-miR-149-5p,-1
E2F7,hsa-miR-383-5p,-1
CTCF,hsa-miR-383-5p,-1
SNAI1,hsa-miR-21-5p,-1
JUN,hsa-miR-155-5p,1
SP1,hsa-miR-92a-1-5p,1
ZEB1,hsa-miR-485-5p,-1
AR,hsa-miR-27b-5p,-1
NCOA3,hsa-miR-27b-5p,-1
MYC,hsa-miR-3648-5p,-1
EP300,hsa-miR-1246-5p,1
CREBBP,hsa-miR-1246-5p,1
KDM6B,hsa-miR-1246-5p,1
STAT3,hsa-miR-130b-5p,1
JUN,hsa-miR-19b-1-5p,1
SNAI2,hsa-miR-4306-5p,-1
CREB1,hsa-miR-520c-5p,1
EGR1,hsa-miR-212-5p,-1
STAT3,hsa-miR-106a-5p,1
YAP1,hsa-miR-21-5p,1
HSF1,hsa-miR-214-5p,1
FKBP4,hsa-miR-518a-1-5p,1
RELA,hsa-miR-518a-1-5p,1
CD40,hsa-miR-518a-1-5p,1
SP1,hsa-miR-193b-5p,1
TFAP2C,hsa-miR-23a-5p,-1
GABPA,hsa-miR-34c-5p,1
CREB1,hsa-miR-200b-5p,1
CD40,hsa-miR-210-5p,1
HIF1A,hsa-miR-212-5p,1
YY1,hsa-miR-140-5p,-1
E2F2,hsa-miR-16-5p,1
MYC,hsa-miR-202-5p,1
HIF1A,hsa-miR-4299-5p,1
ESR1,hsa-miR-26a-5p,1
PAX5,hsa-miR-142-5p,1
SMAD2,hsa-miR-4256-5p,1
DNMT3B,hsa-miR-494-5p,-1
HIF1A,hsa-miR-574-5p,1
XBP1,hsa-miR-21-5p,1
SMAD2,hsa-miR-300-5p,1
RELA,hsa-miR-210-5p,1
YY1,hsa-miR-9-5p,1
TWIST1,hsa-miR-9-1-5p,1
EP300,hsa-miR-9-5p,1
YY1,hsa-miR-141-5p,1
CEBPB,hsa-miR-29a-5p,1
STAT3,hsa-miR-26b-5p,-1
CEBPA,hsa-miR-101b-5p,1
KLF14,hsa-miR-1283-1-5p,1
FOXO1,hsa-miR-502-5p,1
RUNX1,hsa-miR-135a-1-5p,1
RUNX1,hsa-let-7a-2-5p,1
YY1,hsa-miR-HCC2-5p,1
TCF3,hsa-miR-182-5p,1
ELF1,hsa-miR-152-5p,1
STAT5A,hsa-miR-182-5p,1
SOX17,hsa-miR-361-5p,1
SOX17,hsa-miR-224-5p,1
HES1,hsa-miR-138-2-5p,-1
XBP1,hsa-miR-34a-5p,-1
EGR1,hsa-miR-491-5p,-1
STAT3,hsa-miR-7-1-5p,1
EZH2,hsa-miR-222-5p,-1
MZF1,hsa-miR-541-5p,-1
KLF4,hsa-miR-1915-5p,1
NR1H4,hsa-miR-199a-1-5p,-1
AHR,hsa-miR-212-5p,1
AHR,hsa-miR-132-5p,1
CDX2,hsa-miR-744-5p,1
CEBPB,hsa-miR-145-5p,-1
ATF2,hsa-miR-548p-5p,-1
YY1,hsa-miR-103a-1-5p,-1
MYC,hsa-miR-210-5p,1
SP1,hsa-miR-92b-5p,1
SOX4,hsa-miR-17-5p,1
CEBPD,hsa-miR-429-5p,-1
SP1,hsa-miR-125b-1-5p,1
STAT1,hsa-miR-18a-5p,1
KLF5,hsa-miR-338-5p,-1
SP1,hsa-miR-122-5p,1
HIF1A,hsa-miR-150-5p,-1
E2F1,hsa-miR-107-5p,-1
CREB1,hsa-miR-22-5p,1
SNAI2,hsa-miR-1-1-5p,-1
HES1,hsa-miR-139-5p,-1
STAT3,hsa-miR-215-5p,1
NFATC3,hsa-miR-204-5p,1
MYB,hsa-miR-145-5p,1
EZH2,hsa-miR-320a-5p,-1
EZH2,hsa-miR-125b-1-5p,-1
REL,hsa-miR-22-5p,1
HDAC3,hsa-miR-101-5p,-1
TCF3,hsa-miR-101-5p,-1
TBX15,hsa-miR-152-5p,1
EZH2,hsa-miR-129-5p,-1
RUNX1,hsa-miR-126-5p,1
GATA2,hsa-miR-126-5p,1
ZNF304,hsa-miR-183-5p,-1
E2F1,hsa-miR-375-5p,-1
MYSM1,hsa-miR-200a-5p,1
FOXO1,hsa-miR-449a-5p,1
POLR2M,hsa-miR-139-5p,-1
FOS,hsa-miR-21-5p,1
SP1,hsa-miR-3194-5p,1
ESR2,hsa-miR-3194-5p,-1
YY1,hsa-miR-27a-5p,1
IRF4,hsa-miR-636-5p,1
E2F1,hsa-miR-532-5p,-1
TP63,hsa-miR-451-5p,1
TP63,hsa-miR-144-5p,1
MYB,hsa-miR-601-5p,-1
BCL6,hsa-miR-486-5p,-1
HIF1A,hsa-miR-210-5p,1
MXI1,hsa-miR-300-5p,-1
CREM,hsa-miR-375-5p,-1
BACH1,hsa-miR-375-5p,1
FOXO1,hsa-miR-148a-5p,-1
ZEB1,hsa-miR-206-5p,-1
STAT3,hsa-miR-1254-5p,-1
ELF3,hsa-miR-144-5p,-1
REPIN1,hsa-miR-22-5p,-1
KLF6,hsa-miR-520d-5p,1
JUN,hsa-miR-218-1-5p,1
MZF1,hsa-miR-328-5p,1
HIF1A,hsa-miR-18b-5p,1
KLF5,hsa-miR-487a-5p,1
STAT6,hsa-miR-425-5p,1
HIF1A,hsa-miR-559-5p,1
CTNNB1,hsa-miR-182-5p,1
CTNNB1,hsa-miR-183-5p,1
ELK1,hsa-miR-181a-5p,1
DNMT3B,hsa-miR-497-5p,-1
DNMT3A,hsa-miR-497-5p,-1
DNMT1,hsa-miR-497-5p,-1
SP1,hsa-miR-205-5p,-1
ILF3,hsa-miR-582-5p,-1
MYC,hsa-miR-9-1-5p,1
ZEB1,hsa-miR-144-5p,-1
DNMT3B,hsa-miR-149-5p,-1
MYOCD,hsa-miR-30a-5p,1
TCF4,hsa-miR-940-5p,1
RFX5,hsa-miR-150-5p,1
GABPA,hsa-miR-196a-1-5p,1
EZH2,hsa-miR-381-5p,-1
SOX9,hsa-miR-223-5p,1
HIF1A,hsa-miR-140-5p,-1
ATF4,hsa-miR-145-5p,-1
HIF1A,hsa-miR-326-5p,-1
RELA,hsa-miR-30a-5p,1
KLF4,hsa-miR-155-5p,1
RELA,hsa-miR-488-5p,-1
CTNNB1,hsa-miR-96-5p,1
FOSL1,hsa-miR-29a-5p,1
AR,hsa-miR-221-5p,1
RELA,hsa-miR-574-5p,1
RELA,hsa-miR-124-1-5p,-1
SRF,hsa-miR-21-5p,1
LEF1,hsa-miR-371a-5p,1
ESR1,hsa-miR-135a-1-5p,1
EBF1,hsa-miR-34a-5p,-1
KLF4,hsa-miR-106a-5p,-1
HDAC3,hsa-miR-31-5p,-1
PAX5,hsa-miR-106a-5p,1
FOXP1,hsa-miR-181d-5p,-1
SP1,hsa-miR-451-5p,-1
MYC,hsa-miR-150-5p,-1
STAT3,hsa-miR-216a-5p,1
ATF2,hsa-miR-320a-5p,1
YY1,hsa-miR-320a-5p,1
ELK1,hsa-miR-320a-5p,1
REST,hsa-miR-133b-5p,-1
YY1,hsa-miR-181a-5p,1
FOXD1,hsa-miR-22-5p,1
EZH2,hsa-miR-26a-2-5p,-1
EZH2,hsa-miR-26a-5p,-1
TP53,hsa-miR-30-2-1-5p,1
TP53,hsa-miR-30a-5p,1
TP53,hsa-miR-30-1-1-5p,1
ZBTB7A,hsa-miR-137-5p,-1
PRMT5,hsa-miR-100-5p,-1
PRMT5,hsa-miR-99a-5p,-1
PRMT5,hsa-miR-99b-5p,-1
HDAC9,hsa-miR-17-5p,-1
FOS,hsa-miR-4725-5p,1
STAT1,hsa-miR-19b-1-5p,1
STAT1,hsa-miR-19a-5p,1
STAT1,hsa-miR-17-5p,1
STAT1,hsa-miR-92a-1-5p,1
STAT1,hsa-miR-20a-5p,1
HIF1A,hsa-miR-191-5p,1
KLF5,hsa-miR-27a-5p,1
HMGA1,hsa-miR-221-5p,1
IRF1,hsa-let-7a-1-5p,-1
JUN,hsa-miR-216a-5p,1
ETS1,hsa-miR-532-5p,-1
MED1,hsa-miR-191-5p,1
LEF1,hsa-miR-452-5p,1
FOS,hsa-miR-18a-5p,1
DNMT3A,hsa-miR-200b-5p,-1
E2F1,hsa-miR-372-5p,-1
E2F1,hsa-miR-520c-5p,-1
E2F1,hsa-miR-373-5p,-1
DNMT1,hsa-miR-142-5p,-1
EZH2,hsa-miR-142-5p,-1
SNAI1,hsa-miR-22-5p,1
RELA,hsa-miR-590-5p,-1
HIF1A,hsa-miR-27a-5p,1
HIF1A,hsa-miR-24-1-5p,1
HIF1A,hsa-miR-23a-5p,1
MITF,hsa-miR-148a-5p,1
SOX9,hsa-miR-506-5p,1
HNF4A,hsa-miR-433-5p,1
TP53,hsa-miR-181a-5p,1
FOXP3,hsa-miR-198-5p,1
MED1,hsa-miR-425-5p,1
GATA2,hsa-let-7e-5p,-1
ESR1,hsa-miR-425-5p,1
ESR1,hsa-miR-191-5p,1
ELF4,hsa-miR-126-5p,1
ELF4,hsa-let-7d-5p,1
ELF4,hsa-miR-221-5p,1
ELF4,hsa-miR-155-5p,1
STAT5A,hsa-miR-155-5p,1
CD40,hsa-miR-942-5p,1
SMAD2,hsa-miR-942-5p,1
SMAD3,hsa-miR-942-5p,1
NFE2L2,hsa-miR-219-5p,1
TWIST1,hsa-miR-376c-5p,1
ASCL2,hsa-miR-223-5p,-1
AHR,hsa-miR-29b-1-5p,1
MYB,hsa-miR-520h-5p,1
EZH2,hsa-miR-137-5p,-1
MYC,hsa-miR-137-5p,-1
AR,hsa-miR-4496-5p,1
EPAS1,hsa-miR-146a-5p,1
HOXA4,hsa-miR-138-1-5p,1
MYB,hsa-miR-130a-5p,1
FOXM1,hsa-miR-1306-5p,1
ZKSCAN1,hsa-miR-185-5p,-1
SP1,hsa-miR-216a-5p,1
SOAT1,hsa-miR-21-5p,1
MYC,hsa-miR-29-5p,-1
CEBPD,hsa-miR-3154-5p,1
CEBPD,hsa-miR-744-5p,1
CEBPD,hsa-miR-3162-5p,1
SOX9,hsa-miR-130a-5p,1
CEBPB,hsa-miR-138-1-5p,1
GABPA,hsa-miR-106b-5p,1
GABPA,hsa-miR-25-5p,1
GABPA,hsa-miR-93-5p,1
STAT3,hsa-miR-25-5p,1
IMP3,hsa-miR-200a-5p,-1
IGF2BP2,hsa-miR-200a-5p,-1
CBX4,hsa-miR-137-5p,-1
NFKB1,hsa-miR-143-5p,1
HIF1A,hsa-miR-486-5p,1
CBX8,hsa-miR-365a-5p,1
FOXO3,hsa-let-7c-5p,1
ETS1,hsa-miR-101-5p,1
ETS2,hsa-miR-101-5p,1
HIF1A,hsa-miR-299-5p,-1
FOS,hsa-miR-130b-5p,1
SMYD3,hsa-miR-200c-5p,1
RORA,hsa-miR-122-5p,1
DNMT3A,hsa-miR-105-1-5p,-1
TCF12,hsa-miR-486-5p,1
ATF2,hsa-miR-132-5p,1
TCF4,hsa-miR-145-5p,-1
CTNNB1,hsa-miR-145-5p,-1
GABPA,hsa-miR-181c-5p,1
GRHL2,hsa-miR-122-5p,-1
MBD2,hsa-miR-301a-5p,1
YY1,hsa-miR-30a-5p,-1
CEBPB,hsa-let-7f-1-5p,1
TWIST2,hsa-miR-221-5p,1
RUNX1,hsa-miR-93-5p,-1
FOXO1,hsa-miR-122-5p,1
HDAC1,hsa-miR-195-5p,-1
SMAD3,hsa-miR-195-5p,1
SMAD2,hsa-miR-195-5p,1
LEF1,hsa-miR-HCC1-1-5p,1
SNAI1,hsa-miR-145-5p,-1
MYC,hsa-miR-484-5p,1
RUNX1,hsa-miR-130a-5p,1
RUNX1T1,hsa-miR-130a-5p,1
TFAP2A,hsa-miR-124-1-5p,-1
CREB1,hsa-let-7f-1-5p,1
KLF4,hsa-miR-7-1-5p,1
FOXD3,hsa-miR-199a-1-5p,1
ELF3,hsa-miR-141-5p,-1
SPI1,hsa-miR-29b-1-5p,1
STAT3,hsa-miR-125b-1-5p,1
GABPA,hsa-miR-1246-5p,1
NFKB1,hsa-miR-590-5p,-1
SALL4,hsa-miR-200c-5p,-1
MYCN,hsa-miR-204-5p,-1
ZEB1,hsa-miR-190-5p,-1
EZH2,hsa-miR-101-5p,-1
BRD4,hsa-miR-106b-5p,1
JUN,hsa-miR-223-5p,1
EPAS1,hsa-miR-191-5p,1
STAT5A,hsa-miR-4281-5p,1
RELA,hsa-miR-203-5p,-1
EGR1,hsa-miR-183-5p,-1
KLF5,hsa-miR-145-5p,1
EGR1,hsa-miR-145-5p,-1
KLF5,hsa-miR-183-5p,1
EGR1,hsa-miR-124-1-5p,-1
KLF5,hsa-miR-124-1-5p,1
NFKB1,hsa-miR-223-5p,1
HIF1A,hsa-miR-646-5p,1
JUN,hsa-miR-22-5p,-1
JUN,hsa-miR-374a-5p,-1
PAX3,hsa-miR-221-5p,1
FOXO1,hsa-miR-221-5p,1
XBP1,hsa-miR-153-1-5p,1
YY1,hsa-miR-135b-5p,1
HOXB9,hsa-miR-765-5p,1
RELA,hsa-miR-452-5p,1
SPI1,hsa-miR-148a-5p,1
HIF1A,hsa-miR-26a-1-5p,1
AR,hsa-miR-520f-5p,1
HDAC5,hsa-miR-142-5p,-1
BCL6,hsa-miR-142-5p,-1
RELA,hsa-miR-449b-5p,-1
TP53,hsa-miR-3647-5p,1
MTA1,hsa-miR-455-5p,-1
GATA3,hsa-miR-455-5p,1
ZEB1,hsa-miR-455-5p,-1
MYC,hsa-miR-571-5p,-1
HDAC2,hsa-miR-455-5p,-1
TP53,hsa-miR-30c-5p,1
NFKB1,hsa-miR-19a-5p,-1
EGR1,hsa-miR-195-5p,-1
KLF14,hsa-miR-27a-5p,1
ZEB1,hsa-miR-33a-5p,-1
HIF1A,hsa-miR-199a-1-5p,-1
EEF1A1,hsa-miR-122-5p,-1
CTCF,hsa-miR-127-5p,-1
TRPS1,hsa-miR-221-5p,-1
EZH2,hsa-miR-124-1-5p,-1
KLF4,hsa-miR-153-1-5p,1
STAT4,hsa-miR-223-5p,1
MYC,hsa-miR-18-5p,1
MYC,hsa-miR-19b-1-5p,1
ATOH1,hsa-miR-375-5p,1
E2F1,hsa-miR-888-5p,1
MYC,hsa-miR-326-5p,-1
CTNNB1,hsa-miR-432-5p,1
RELA,hsa-miR-640-5p,1
HIF1A,hsa-miR-20a-5p,-1
BHLHE41,hsa-miR-301b-5p,-1
HDAC1,hsa-miR-301b-5p,-1
SP1,hsa-miR-301b-5p,1
BHLHE41,hsa-miR-310b-5p,-1
HDAC1,hsa-miR-130a-5p,-1
HDAC1,hsa-miR-130b-5p,-1
HDAC1,hsa-miR-310b-5p,-1
SP1,hsa-miR-130b-5p,1
BHLHE41,hsa-miR-130a-5p,-1
SP1,hsa-miR-310b-5p,1
BHLHE41,hsa-miR-130b-5p,-1
MYC,hsa-miR-20-5p,1
EZH2,hsa-miR-708-5p,-1
BRD4,hsa-miR-548d-1-5p,1
FOXD3,hsa-miR-548d-1-5p,1
SNAI2,hsa-miR-204-5p,-1
EZH2,hsa-miR-204-5p,-1
SUZ12,hsa-miR-204-5p,-1
HDAC1,hsa-miR-204-5p,-1
STAT3,hsa-miR-543-5p,1
STAT5A,hsa-miR-202-5p,1
SP1,hsa-miR-335-5p,-1
RELA,hsa-miR-335-5p,1
BRD7,hsa-miR-3148-5p,1
SOX2,hsa-miR-486-5p,1
MYC,hsa-miR-27b-5p,-1
CREB1,hsa-miR-373-5p,1
NRF1,hsa-miR-378a-5p,1
KLF8,hsa-miR-429-5p,1
SMAD4,hsa-miR-210-5p,1
HIF1A,hsa-miR-1275-5p,1
YY1,hsa-miR-99a-5p,-1
HDAC5,hsa-miR-99a-5p,-1
E2F1,hsa-miR-34c-5p,-1
SOX9,hsa-miR-203a-5p,-1
KLF4,hsa-miR-204-5p,1
HIF1A,hsa-miR-126-5p,1
DNMT3A,hsa-miR-133b-5p,-1
FOXC1,hsa-miR-31-5p,1
PBX1,hsa-miR-1307-5p,1
MEIS2,hsa-miR-1307-5p,1
MYC,hsa-miR-425-5p,1
HMGA1,hsa-miR-671-5p,1
PRRX1,hsa-miR-424-5p,1
PRRX1,hsa-miR-503-5p,1
BRD4,hsa-miR-142-5p,-1
STAT3,hsa-miR-499-5p,1
CEBPA,hsa-miR-144-5p,1
JUN,hsa-miR-199a-1-5p,1
FOXP3,hsa-miR-199a-1-5p,1
CTBP2,hsa-miR-199a-1-5p,-1
E2F1,hsa-miR-1205-5p,-1
EZH2,hsa-miR-484-5p,-1
PRMT5,hsa-miR-503-5p,-1
PRMT5,hsa-miR-33b-5p,-1
AR,hsa-miR-525-5p,-1
STAT3,hsa-miR-384-5p,1
MYC,hsa-miR-92-1-5p,1
MEF2C,hsa-miR-133a1-1-5p,1
CDX2,hsa-miR-145-5p,-1
JUN,hsa-miR-16-5p,1
FOS,hsa-miR-15-5p,1
FOS,hsa-miR-16-5p,1
JUN,hsa-miR-15-5p,1
CREB1,hsa-miR-16-5p,1
SNAI1,hsa-miR-194-5p,-1
SNAI1,hsa-miR-192-5p,-1
DNMT1,hsa-miR-145-5p,-1
SMAD2,hsa-miR-145-5p,-1
SMARCA2,hsa-miR-302a-5p,1
CREB1,hsa-miR-15-5p,1
POU5F1,hsa-miR-9-2-5p,1
ESR1,hsa-miR-1271-5p,1
ZEB1,hsa-miR-125a-5p,1
ZEB1,hsa-miR-99b-5p,1
ZEB1,hsa-let-7e-5p,1
GABPA,hsa-miR-129-5p,1
SLC34A2,hsa-miR-25-5p,1
DNMT1,hsa-miR-216a-5p,-1
BRD4,hsa-miR-216a-5p,-1
NFKB1,hsa-miR-577-5p,1
FLI1,hsa-miR-145-5p,-1
YY1,hsa-miR-1260b-5p,1
SMAD2,hsa-miR-520e-5p,1
SMAD3,hsa-miR-520e-5p,1
ESR1,hsa-miR-4324-5p,1
CREB1,hsa-miR-433-5p,1
GABPA,hsa-miR-144-5p,1
FOXO1,hsa-miR-34c-5p,1
EZH2,hsa-miR-193a-5p,-1
E2F6,hsa-miR-193a-5p,-1
TFEB,hsa-miR-16-5p,1
TFEB,hsa-miR-15a-5p,1
